NCT_ID,Sponsor,Study_Name,Start_Date,End_Date,Current_Status,Facility,Lat,Lon,City,State,Zip,Country,Hover_City,Facility_dedupe,Dedupe_City
NCT02996305,Ovid Therapeutics Inc.,"A Phase 2 Adult and Adolescent Angelman Syndrome Clinical Trial: A Randomized, Double-Blind, Safety and Efficacy Study of Gaboxadol",2016-12-02,2018-08-06,COMPLETED,Ovid Therapeutics Investigative Site,33.749,-84.38798,Atlanta,Georgia,30322,United States,"Atlanta, Georgia, United States",Ovid Therapeutics Investigative Site,"Atlanta, Georgia, United States"
NCT04507997,Boston Children's Hospital,Angelman Syndrome Natural History Study,2020-08-05,2025-08,RECRUITING,Emory University School of Medicine,33.749,-84.38798,Atlanta,Georgia,30322,United States,"Atlanta, Georgia, United States",Emory University School of Medicine,"Atlanta, Georgia, United States"
NCT06617429,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-blind, Sham-controlled Study Investigating the Efficacy and Safety of GTX-102 in Pediatric Subjects with Angelman Syndrome",2024-09-24,2027-11,RECRUITING,Rush University,41.85003,-87.65005,Chicago,Illinois,60612,United States,"Chicago, Illinois, United States",Autism Assessment Research Treatment and Services (AARTS) Center at Rush University Medical Center,"Chicago, Illinois, United States"
NCT05630066,Hoffmann-La Roche,"A Phase IIa Multicenter, Open-Label, 12-Week Study to Investigate the Pharmacokinetics and Safety and to Provide Proof of Mechanism of Alogabat in Children and Adolescents Aged 5-17 Years With Angelman Syndrome (AS) With Deletion Genotype",2022-11-09,2025-09-12,RECRUITING,Rush Medical Center,41.85003,-87.65005,Chicago,Illinois,60612,United States,"Chicago, Illinois, United States",Autism Assessment Research Treatment and Services (AARTS) Center at Rush University Medical Center,"Chicago, Illinois, United States"
NCT05127226,"Ionis Pharmaceuticals, Inc.","HALOS: A Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Intrathecally Administered ION582 in Patients With Angelman Syndrome",2021-11-09,2029-03,ACTIVE_NOT_RECRUITING,Rush University Medical Center,41.85003,-87.65005,Chicago,Illinois,60612,United States,"Chicago, Illinois, United States",Autism Assessment Research Treatment and Services (AARTS) Center at Rush University Medical Center,"Chicago, Illinois, United States"
NCT04106557,Ovid Therapeutics Inc.,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Phase 3 Study to Evaluate the Efficacy and Safety of OV101 in Pediatric Individuals With Angelman Syndrome",2019-09-25,2020-11-02,COMPLETED,Ovid Therapeutics Investigative Site,41.85003,-87.65005,Chicago,Illinois,60612,United States,"Chicago, Illinois, United States",Ovid Therapeutics Investigative Site,"Chicago, Illinois, United States"
NCT06139172,Rush University Medical Center,Promoting Prosocial Behavior in Syndromic Intellectual and Developmental Disabilities,2023-11-14,2026-12,RECRUITING,Autism Assessment Research Treatment and Services (AARTS) Center at Rush University Medical Center,41.85003,-87.65005,Chicago,Illinois,60612,United States,"Chicago, Illinois, United States",Autism Assessment Research Treatment and Services (AARTS) Center at Rush University Medical Center,"Chicago, Illinois, United States"
NCT06415344,Ultragenyx Pharmaceutical Inc,A Long-term Extension Trial Investigating the Safety and Efficacy of GTX-102 in Patients with Angelman Syndrome,2024-05-10,2029-02,ENROLLING_BY_INVITATION,Rush University Medical Center,41.85003,-87.65005,Chicago,Illinois,60612,United States,"Chicago, Illinois, United States",Autism Assessment Research Treatment and Services (AARTS) Center at Rush University Medical Center,"Chicago, Illinois, United States"
NCT04259281,Ultragenyx Pharmaceutical Inc,"A Phase 1/2 Open-label, Multiple-dose, Dose-escalating Clinical Trial of the Safety and Tolerability of GTX-102 in Pediatric Patients With Angelman Syndrome (AS)",2020-01-31,2024-12,ACTIVE_NOT_RECRUITING,Rush University Medical Center,41.85003,-87.65005,Chicago,Illinois,60612,United States,"Chicago, Illinois, United States",Autism Assessment Research Treatment and Services (AARTS) Center at Rush University Medical Center,"Chicago, Illinois, United States"
NCT04428281,Hoffmann-La Roche,"An Open-label, Multicenter Study to Investigate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of RO7248824 in Participants With Angelman Syndrome",2020-06-09,2025-07-31,ACTIVE_NOT_RECRUITING,Rush Medical Center,41.85003,-87.65005,Chicago,Illinois,60612,United States,"Chicago, Illinois, United States",Autism Assessment Research Treatment and Services (AARTS) Center at Rush University Medical Center,"Chicago, Illinois, United States"
NCT03882918,Ovid Therapeutics Inc.,"An Open-Label Study to Evaluate the Long-Term Safety, Tolerability, and Efficacy of OV101 in Individuals With Angelman Syndrome",2019-03-18,2021-06-30,TERMINATED,Ovid Therapeutics Investigative Site,41.85003,-87.65005,Chicago,Illinois,60612,United States,"Chicago, Illinois, United States",Ovid Therapeutics Investigative Site,"Chicago, Illinois, United States"
NCT04103333,Biogen,A Study to Explore Cerebrospinal Fluid and Blood Biomarkers in Participants With Angelman Syndrome,2019-09-24,2022-01-02,COMPLETED,Rush Medical College,41.85003,-87.65005,Chicago,Illinois,60612,United States,"Chicago, Illinois, United States",Autism Assessment Research Treatment and Services (AARTS) Center at Rush University Medical Center,"Chicago, Illinois, United States"
NCT03109756,Ovid Therapeutics Inc.,A Phase 1 Single Dose PK Study in Adolescent Subjects With Fragile X Syndrome or Angelman Syndrome,2017-04-06,2017-11-28,COMPLETED,Ovid Therapeutics Investigative Site,41.85003,-87.65005,Chicago,Illinois,60612,United States,"Chicago, Illinois, United States",Ovid Therapeutics Investigative Site,"Chicago, Illinois, United States"
NCT02996305,Ovid Therapeutics Inc.,"A Phase 2 Adult and Adolescent Angelman Syndrome Clinical Trial: A Randomized, Double-Blind, Safety and Efficacy Study of Gaboxadol",2016-12-02,2018-08-06,COMPLETED,Ovid Therapeutics Investigative Site,41.85003,-87.65005,Chicago,Illinois,60612,United States,"Chicago, Illinois, United States",Ovid Therapeutics Investigative Site,"Chicago, Illinois, United States"
NCT04507997,Boston Children's Hospital,Angelman Syndrome Natural History Study,2020-08-05,2025-08,RECRUITING,Rush University Children's Hospital,41.85003,-87.65005,Chicago,Illinois,60612,United States,"Chicago, Illinois, United States",Rush University Children's Hospital,"Chicago, Illinois, United States"
NCT06617429,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-blind, Sham-controlled Study Investigating the Efficacy and Safety of GTX-102 in Pediatric Subjects with Angelman Syndrome",2024-09-24,2027-11,RECRUITING,Children's Mercy,39.09973,-94.57857,Kansas City,Missouri,64108,United States,"Kansas City, Missouri, United States",Children's Mercy,"Kansas City, Missouri, United States"
NCT06617429,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-blind, Sham-controlled Study Investigating the Efficacy and Safety of GTX-102 in Pediatric Subjects with Angelman Syndrome",2024-09-24,2027-11,RECRUITING,Clinical Trial Site,40.71427,-74.00597,New York,New York,10032,United States,"New York, New York, United States",Clinical Trial Site,"New York, New York, United States"
NCT05630066,Hoffmann-La Roche,"A Phase IIa Multicenter, Open-Label, 12-Week Study to Investigate the Pharmacokinetics and Safety and to Provide Proof of Mechanism of Alogabat in Children and Adolescents Aged 5-17 Years With Angelman Syndrome (AS) With Deletion Genotype",2022-11-09,2025-09-12,RECRUITING,Columbia University Medical Center,40.71427,-74.00597,New York,New York,10032,United States,"New York, New York, United States",Columbia University Medical Center,"New York, New York, United States"
NCT02381457,"Natera, Inc.",SNP-based Microdeletion and Aneuploidy RegisTry,2015-03-02,2020-06,COMPLETED,New York University,40.71427,-74.00597,New York,New York,10016,United States,"New York, New York, United States",New York University,"New York, New York, United States"
NCT02381457,"Natera, Inc.",SNP-based Microdeletion and Aneuploidy RegisTry,2015-03-02,2020-06,COMPLETED,Icahn School of Medicine Mt Sinai,40.71427,-74.00597,New York,New York,10029,United States,"New York, New York, United States",Icahn School of Medicine Mt Sinai,"New York, New York, United States"
NCT02381457,"Natera, Inc.",SNP-based Microdeletion and Aneuploidy RegisTry,2015-03-02,2020-06,COMPLETED,Columbia University,40.71427,-74.00597,New York,New York,10032,United States,"New York, New York, United States",Columbia University Medical Center,"New York, New York, United States"
NCT02381457,"Natera, Inc.",SNP-based Microdeletion and Aneuploidy RegisTry,2015-03-02,2020-06,COMPLETED,Montefiore Medical Center,40.71427,-74.00597,New York,New York,10461,United States,"New York, New York, United States",Columbia University Medical Center,"New York, New York, United States"
NCT06415344,Ultragenyx Pharmaceutical Inc,A Long-term Extension Trial Investigating the Safety and Efficacy of GTX-102 in Patients with Angelman Syndrome,2024-05-10,2029-02,ENROLLING_BY_INVITATION,Weill Cornell Medicine,40.71427,-74.00597,New York,New York,10021,United States,"New York, New York, United States",Weill Cornell Medicine,"New York, New York, United States"
NCT04259281,Ultragenyx Pharmaceutical Inc,"A Phase 1/2 Open-label, Multiple-dose, Dose-escalating Clinical Trial of the Safety and Tolerability of GTX-102 in Pediatric Patients With Angelman Syndrome (AS)",2020-01-31,2024-12,ACTIVE_NOT_RECRUITING,Weill Cornell Medicine,40.71427,-74.00597,New York,New York,10021,United States,"New York, New York, United States",Weill Cornell Medicine,"New York, New York, United States"
NCT04428281,Hoffmann-La Roche,"An Open-label, Multicenter Study to Investigate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of RO7248824 in Participants With Angelman Syndrome",2020-06-09,2025-07-31,ACTIVE_NOT_RECRUITING,Columbia University Medical Center,40.71427,-74.00597,New York,New York,10032,United States,"New York, New York, United States",Columbia University Medical Center,"New York, New York, United States"
NCT01852708,"Natera, Inc.",Development of Non-invasive Prenatal Diagnostic Test for Microdeletion/Microduplication and Other Genetic Disorders Based on Fetal DNA Isolated From Maternal Blood,2013-05-06,2020-10,COMPLETED,Columbia University,40.71427,-74.00597,New York,New York,10032,United States,"New York, New York, United States",Columbia University Medical Center,"New York, New York, United States"
NCT06617429,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-blind, Sham-controlled Study Investigating the Efficacy and Safety of GTX-102 in Pediatric Subjects with Angelman Syndrome",2024-09-24,2027-11,RECRUITING,Clinical Trial Site,35.9132,-79.05584,Chapel Hill,North Carolina,27599,United States,"Chapel Hill, North Carolina, United States",Clinical Trial Site,"Chapel Hill, North Carolina, United States"
NCT06617429,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-blind, Sham-controlled Study Investigating the Efficacy and Safety of GTX-102 in Pediatric Subjects with Angelman Syndrome",2024-09-24,2027-11,RECRUITING,Clinical Trial Site,30.26715,-97.74306,Austin,Texas,78723,United States,"Austin, Texas, United States",Clinical Trial Site,"Austin, Texas, United States"
NCT02381457,"Natera, Inc.",SNP-based Microdeletion and Aneuploidy RegisTry,2015-03-02,2020-06,COMPLETED,North Austin Maternal Fetal Medicine,30.26715,-97.74306,Austin,Texas,78758,United States,"Austin, Texas, United States",North Austin Maternal Fetal Medicine,"Austin, Texas, United States"
NCT06617429,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-blind, Sham-controlled Study Investigating the Efficacy and Safety of GTX-102 in Pediatric Subjects with Angelman Syndrome",2024-09-24,2027-11,RECRUITING,Clinical Trial Site,-27.48034,153.02049,South Brisbane,,,Australia,"South Brisbane, Australia",Clinical Trial Site,"South Brisbane, Queensland, Australia"
NCT05630066,Hoffmann-La Roche,"A Phase IIa Multicenter, Open-Label, 12-Week Study to Investigate the Pharmacokinetics and Safety and to Provide Proof of Mechanism of Alogabat in Children and Adolescents Aged 5-17 Years With Angelman Syndrome (AS) With Deletion Genotype",2022-11-09,2025-09-12,RECRUITING,Queensland Children?s Hospital,-27.48034,153.02049,South Brisbane,Queensland,4101,Australia,"South Brisbane, Queensland, Australia",Centre for Clinical Trials in Rare Neurodevelopmental Disorders at Children's Health Queensland Hospital and Health Service,"South Brisbane, Queensland, Australia"
NCT06415344,Ultragenyx Pharmaceutical Inc,A Long-term Extension Trial Investigating the Safety and Efficacy of GTX-102 in Patients with Angelman Syndrome,2024-05-10,2029-02,ENROLLING_BY_INVITATION,Queensland Children's Hospital,-27.48034,153.02049,South Brisbane,Queensland,4101,Australia,"South Brisbane, Queensland, Australia",Centre for Clinical Trials in Rare Neurodevelopmental Disorders at Children's Health Queensland Hospital and Health Service,"South Brisbane, Queensland, Australia"
NCT04259281,Ultragenyx Pharmaceutical Inc,"A Phase 1/2 Open-label, Multiple-dose, Dose-escalating Clinical Trial of the Safety and Tolerability of GTX-102 in Pediatric Patients With Angelman Syndrome (AS)",2020-01-31,2024-12,ACTIVE_NOT_RECRUITING,Queensland Children's Hospital,-27.48034,153.02049,South Brisbane,Queensland,4101,Australia,"South Brisbane, Queensland, Australia",Centre for Clinical Trials in Rare Neurodevelopmental Disorders at Children's Health Queensland Hospital and Health Service,"South Brisbane, Queensland, Australia"
NCT05011851,Neuren Pharmaceuticals Limited,"An Open-Label Study of the Safety, Tolerability, and Pharmacokinetics of Oral NNZ-2591 in Angelman Syndrome",2021-08-05,2024-07-16,COMPLETED,Centre for Clinical Trials in Rare Neurodevelopmental Disorders at Children's Health Queensland Hospital and Health Service,-27.48034,153.02049,South Brisbane,Queensland,4101,Australia,"South Brisbane, Queensland, Australia",Centre for Clinical Trials in Rare Neurodevelopmental Disorders at Children's Health Queensland Hospital and Health Service,"South Brisbane, Queensland, Australia"
NCT06617429,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-blind, Sham-controlled Study Investigating the Efficacy and Safety of GTX-102 in Pediatric Subjects with Angelman Syndrome",2024-09-24,2027-11,RECRUITING,Clinical Trial Site,-33.86785,151.20732,Sydney,,,Australia,"Sydney, Australia",Clinical Trial Site,"Sydney, Australia"
NCT06617429,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-blind, Sham-controlled Study Investigating the Efficacy and Safety of GTX-102 in Pediatric Subjects with Angelman Syndrome",2024-09-24,2027-11,RECRUITING,Clinical Trial Site,45.50884,-73.58781,Montréal,,,Canada,"Montréal, Canada",Clinical Trial Site,"Montréal, Quebec, Canada"
NCT06415344,Ultragenyx Pharmaceutical Inc,A Long-term Extension Trial Investigating the Safety and Efficacy of GTX-102 in Patients with Angelman Syndrome,2024-05-10,2029-02,ENROLLING_BY_INVITATION,The Research Institute of the McGill University Health Centre,45.50884,-73.58781,Montreal,Quebec,H3G 1A4,Canada,"Montreal, Quebec, Canada",The Research Institute of the McGill University Health Centre,"Montréal, Quebec, Canada"
NCT04259281,Ultragenyx Pharmaceutical Inc,"A Phase 1/2 Open-label, Multiple-dose, Dose-escalating Clinical Trial of the Safety and Tolerability of GTX-102 in Pediatric Patients With Angelman Syndrome (AS)",2020-01-31,2024-12,ACTIVE_NOT_RECRUITING,McGill University Health Centre,45.50884,-73.58781,Montréal,Quebec,,Canada,"Montréal, Quebec, Canada",The Research Institute of the McGill University Health Centre,"Montréal, Quebec, Canada"
NCT06617429,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-blind, Sham-controlled Study Investigating the Efficacy and Safety of GTX-102 in Pediatric Subjects with Angelman Syndrome",2024-09-24,2027-11,RECRUITING,Clinical Trial Site,49.24966,-123.11934,Vancouver,,,Canada,"Vancouver, Canada",Clinical Trial Site,"Vancouver, British Columbia, Canada"
NCT06415344,Ultragenyx Pharmaceutical Inc,A Long-term Extension Trial Investigating the Safety and Efficacy of GTX-102 in Patients with Angelman Syndrome,2024-05-10,2029-02,ENROLLING_BY_INVITATION,British Columbia Children's Hospital,49.24966,-123.11934,Vancouver,British Columbia,V6H 3V4,Canada,"Vancouver, British Columbia, Canada",British Columbia Children's Hospital,"Vancouver, British Columbia, Canada"
NCT04259281,Ultragenyx Pharmaceutical Inc,"A Phase 1/2 Open-label, Multiple-dose, Dose-escalating Clinical Trial of the Safety and Tolerability of GTX-102 in Pediatric Patients With Angelman Syndrome (AS)",2020-01-31,2024-12,ACTIVE_NOT_RECRUITING,British Columbia Children's Hospital,49.24966,-123.11934,Vancouver,British Columbia,V6H 3V4,Canada,"Vancouver, British Columbia, Canada",British Columbia Children's Hospital,"Vancouver, British Columbia, Canada"
NCT04507997,Boston Children's Hospital,Angelman Syndrome Natural History Study,2020-08-05,2025-08,RECRUITING,BC Children's Hospital,49.24966,-123.11934,Vancouver,British Columbia,,Canada,"Vancouver, British Columbia, Canada",British Columbia Children's Hospital,"Vancouver, British Columbia, Canada"
NCT06617429,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-blind, Sham-controlled Study Investigating the Efficacy and Safety of GTX-102 in Pediatric Subjects with Angelman Syndrome",2024-09-24,2027-11,RECRUITING,Clinical Trial Site,53.57532,10.01534,Hamburg,,,Germany,"Hamburg, Germany",Clinical Trial Site,"Hamburg, Germany"
NCT06415344,Ultragenyx Pharmaceutical Inc,A Long-term Extension Trial Investigating the Safety and Efficacy of GTX-102 in Patients with Angelman Syndrome,2024-05-10,2029-02,ENROLLING_BY_INVITATION,Universitaetsklinikum Hamburg-Eppendorf,53.57532,10.01534,Hamburg,,20246,Germany,"Hamburg, Germany",Universitaetsklinikum Hamburg-Eppendorf,"Hamburg, Germany"
NCT04259281,Ultragenyx Pharmaceutical Inc,"A Phase 1/2 Open-label, Multiple-dose, Dose-escalating Clinical Trial of the Safety and Tolerability of GTX-102 in Pediatric Patients With Angelman Syndrome (AS)",2020-01-31,2024-12,ACTIVE_NOT_RECRUITING,Universitatsklinikum Hamburg-Eppendorf,53.57532,10.01534,Hamburg,,20246,Germany,"Hamburg, Germany",Universitaetsklinikum Hamburg-Eppendorf,"Hamburg, Germany"
NCT06617429,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-blind, Sham-controlled Study Investigating the Efficacy and Safety of GTX-102 in Pediatric Subjects with Angelman Syndrome",2024-09-24,2027-11,RECRUITING,Clinical Trial Site,51.33962,12.37129,Leipzig,,,Germany,"Leipzig, Germany",Clinical Trial Site,"Leipzig, Sachsen, Germany"
NCT06415344,Ultragenyx Pharmaceutical Inc,A Long-term Extension Trial Investigating the Safety and Efficacy of GTX-102 in Patients with Angelman Syndrome,2024-05-10,2029-02,ENROLLING_BY_INVITATION,Universitaetsklinikum Leipzig,51.33962,12.37129,Leipzig,,04103,Germany,"Leipzig, Germany",Universitaetsklinikum Leipzig,"Leipzig, Sachsen, Germany"
NCT04259281,Ultragenyx Pharmaceutical Inc,"A Phase 1/2 Open-label, Multiple-dose, Dose-escalating Clinical Trial of the Safety and Tolerability of GTX-102 in Pediatric Patients With Angelman Syndrome (AS)",2020-01-31,2024-12,ACTIVE_NOT_RECRUITING,Universitatsklinikum Leipzig,51.33962,12.37129,Leipzig,Sachsen,04103,Germany,"Leipzig, Sachsen, Germany",Universitaetsklinikum Leipzig,"Leipzig, Sachsen, Germany"
NCT06617429,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-blind, Sham-controlled Study Investigating the Efficacy and Safety of GTX-102 in Pediatric Subjects with Angelman Syndrome",2024-09-24,2027-11,RECRUITING,Clinical Trial Site,48.13743,11.57549,Munich,,,Germany,"Munich, Germany",Clinical Trial Site,"München, Germany"
NCT05630066,Hoffmann-La Roche,"A Phase IIa Multicenter, Open-Label, 12-Week Study to Investigate the Pharmacokinetics and Safety and to Provide Proof of Mechanism of Alogabat in Children and Adolescents Aged 5-17 Years With Angelman Syndrome (AS) With Deletion Genotype",2022-11-09,2025-09-12,RECRUITING,Dr. Von Haunersches Kinderspital,48.13743,11.57549,München,,80337,Germany,"München, Germany",Dr. Von Haunersches Kinderspital,"München, Germany"
NCT04106557,Ovid Therapeutics Inc.,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Phase 3 Study to Evaluate the Efficacy and Safety of OV101 in Pediatric Individuals With Angelman Syndrome",2019-09-25,2020-11-02,COMPLETED,Ovid Therapeutics Investigative Site,48.13743,11.57549,Munich,,80804,Germany,"Munich, Germany",Ovid Therapeutics Investigative Site,"München, Germany"
NCT06617429,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-blind, Sham-controlled Study Investigating the Efficacy and Safety of GTX-102 in Pediatric Subjects with Angelman Syndrome",2024-09-24,2027-11,RECRUITING,Clinical Trial Site,35.18147,136.90641,Nagoya,,,Japan,"Nagoya, Japan",Clinical Trial Site,"Nagoya, Japan"
NCT06617429,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-blind, Sham-controlled Study Investigating the Efficacy and Safety of GTX-102 in Pediatric Subjects with Angelman Syndrome",2024-09-24,2027-11,RECRUITING,Clinical Trial Site,34.69374,135.50218,Osaka,,,Japan,"Osaka, Japan",Clinical Trial Site,"Osaka, Japan"
NCT06617429,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-blind, Sham-controlled Study Investigating the Efficacy and Safety of GTX-102 in Pediatric Subjects with Angelman Syndrome",2024-09-24,2027-11,RECRUITING,Clinical Trial Site,43.06667,141.35,Sapporo,,,Japan,"Sapporo, Japan",Clinical Trial Site,"Sapporo, Japan"
NCT06617429,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-blind, Sham-controlled Study Investigating the Efficacy and Safety of GTX-102 in Pediatric Subjects with Angelman Syndrome",2024-09-24,2027-11,RECRUITING,Clinical Trial Site,51.9225,4.47917,Rotterdam,,,Netherlands,"Rotterdam, Netherlands",Clinical Trial Site,"Rotterdam, Netherlands"
NCT04106557,Ovid Therapeutics Inc.,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Phase 3 Study to Evaluate the Efficacy and Safety of OV101 in Pediatric Individuals With Angelman Syndrome",2019-09-25,2020-11-02,COMPLETED,Ovid Therapeutics Investigative Site,51.9225,4.47917,Rotterdam,,3012CN,Netherlands,"Rotterdam, Netherlands",Ovid Therapeutics Investigative Site,"Rotterdam, Netherlands"
NCT04428281,Hoffmann-La Roche,"An Open-label, Multicenter Study to Investigate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of RO7248824 in Participants With Angelman Syndrome",2020-06-09,2025-07-31,ACTIVE_NOT_RECRUITING,Erasmus MC / location Sophia Kinderziekenhuis,51.9225,4.47917,Rotterdam,,3015 GJ,Netherlands,"Rotterdam, Netherlands",Erasmus MC / location Sophia Kinderziekenhuis,"Rotterdam, Netherlands"
NCT06617429,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-blind, Sham-controlled Study Investigating the Efficacy and Safety of GTX-102 in Pediatric Subjects with Angelman Syndrome",2024-09-24,2027-11,RECRUITING,Clinical Trial Site,54.35205,18.64637,Gdańsk,,,Poland,"Gdańsk, Poland",Clinical Trial Site,"Gdańsk, Poland"
NCT06617429,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-blind, Sham-controlled Study Investigating the Efficacy and Safety of GTX-102 in Pediatric Subjects with Angelman Syndrome",2024-09-24,2027-11,RECRUITING,Clinical Trial Site,51.75,19.46667,Łódź,,,Poland,"Łódź, Poland",Clinical Trial Site,"Łódź, Poland"
NCT06617429,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-blind, Sham-controlled Study Investigating the Efficacy and Safety of GTX-102 in Pediatric Subjects with Angelman Syndrome",2024-09-24,2027-11,RECRUITING,Clinical Trial Site,41.38879,2.15899,Barcelona,,,Spain,"Barcelona, Spain",Clinical Trial Site,"Barcelona, Spain"
NCT02381457,"Natera, Inc.",SNP-based Microdeletion and Aneuploidy RegisTry,2015-03-02,2020-06,COMPLETED,Dexeus,41.38879,2.15899,Barcelona,,08028,Spain,"Barcelona, Spain",Dexeus,"Barcelona, Spain"
NCT01852708,"Natera, Inc.",Development of Non-invasive Prenatal Diagnostic Test for Microdeletion/Microduplication and Other Genetic Disorders Based on Fetal DNA Isolated From Maternal Blood,2013-05-06,2020-10,COMPLETED,Hospital Materno Infantil Vall d'Hebron,41.38879,2.15899,Barcelona,,08035,Spain,"Barcelona, Spain",Hospital Materno Infantil Vall d'Hebron,"Barcelona, Spain"
NCT06115109,Puerta de Hierro University Hospital,"Observational Study, Prospective Multicentric, From the Natural History of Patients With Angelman Syndrome in Spain",2022-07-26,2025-07-01,RECRUITING,Hospital Parc Tauli. Servicio de Genética molecular,41.38879,2.15899,Barcelona,,08208,Spain,"Barcelona, Spain",Hospital Parc Tauli. Servicio de Genética molecular,"Barcelona, Spain"
NCT06617429,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-blind, Sham-controlled Study Investigating the Efficacy and Safety of GTX-102 in Pediatric Subjects with Angelman Syndrome",2024-09-24,2027-11,RECRUITING,Clinical Trial Site,40.4165,-3.70256,Madrid,,,Spain,"Madrid, Spain",Clinical Trial Site,"Madrid, Spain"
NCT02056665,Puerta de Hierro University Hospital,"Randomized Clinical Trial, Placebo Compared to Evaluate the Efficacy and Safety of Minocycline in Angelman Syndrome",2014-02-05,2014-11,COMPLETED,Puerta de Hierro University Hospital,40.4165,-3.70256,Madrid,,28222,Spain,"Madrid, Spain",Servicio de Farmacología Clínica. Hospital Universitario Puerta de Hierro Majadahonda,"Madrid, Spain"
NCT05630066,Hoffmann-La Roche,"A Phase IIa Multicenter, Open-Label, 12-Week Study to Investigate the Pharmacokinetics and Safety and to Provide Proof of Mechanism of Alogabat in Children and Adolescents Aged 5-17 Years With Angelman Syndrome (AS) With Deletion Genotype",2022-11-09,2025-09-12,RECRUITING,Hospital Universitario Puerta De Hierro Majadahonda,40.4165,-3.70256,Madrid,,28222,Spain,"Madrid, Spain",Servicio de Farmacología Clínica. Hospital Universitario Puerta de Hierro Majadahonda,"Madrid, Spain"
NCT06115109,Puerta de Hierro University Hospital,"Observational Study, Prospective Multicentric, From the Natural History of Patients With Angelman Syndrome in Spain",2022-07-26,2025-07-01,RECRUITING,Servicio de Farmacología Clínica. Hospital Universitario Puerta de Hierro Majadahonda,40.4165,-3.70256,Madrid,,28049,Spain,"Madrid, Spain",Servicio de Farmacología Clínica. Hospital Universitario Puerta de Hierro Majadahonda,"Madrid, Spain"
NCT06617429,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-blind, Sham-controlled Study Investigating the Efficacy and Safety of GTX-102 in Pediatric Subjects with Angelman Syndrome",2024-09-24,2027-11,RECRUITING,Clinical Trial Site,37.38283,-5.97317,Seville,,,Spain,"Seville, Spain",Clinical Trial Site,"Seville, Spain"
NCT04428281,Hoffmann-La Roche,"An Open-label, Multicenter Study to Investigate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of RO7248824 in Participants With Angelman Syndrome",2020-06-09,2025-07-31,ACTIVE_NOT_RECRUITING,Hospital Universitario Virgen del Rocío,37.38283,-5.97317,Sevilla,,41013,Spain,"Sevilla, Spain",Hospital Universitario Virgen del Rocío,"Seville, Spain"
NCT03650569,FROM- Fondazione per la Ricerca Ospedale di Bergamo- ETS,Italian Angelman Syndrome Registry Protocol,2018-06-26,2022-02-16,COMPLETED,FROM (Fondazione per la Ricerca Ospedale Maggiore di Bergamo ),45.69601,9.66721,Bergamo,,24127,Italy,"Bergamo, Italy",FROM (Fondazione per la Ricerca Ospedale Maggiore di Bergamo ),"Bergamo, Italy"
NCT01531582,University of South Florida,The Efficacy of Minocycline in the Treatment of Angelman Syndrome,2012-02-05,2015-09,COMPLETED,Univeristy of South Florida,27.94752,-82.45843,Tampa,Florida,33613,United States,"Tampa, Florida, United States",Univeristy of South Florida,"Tampa, Florida, United States"
NCT02996305,Ovid Therapeutics Inc.,"A Phase 2 Adult and Adolescent Angelman Syndrome Clinical Trial: A Randomized, Double-Blind, Safety and Efficacy Study of Gaboxadol",2016-12-02,2018-08-06,COMPLETED,Ovid Therapeutics Investigative Site,27.94752,-82.45843,Tampa,Florida,,United States,"Tampa, Florida, United States",Ovid Therapeutics Investigative Site,"Tampa, Florida, United States"
