NCT_ID,Sponsor,Study_Name,Start_Date,End_Date,Current_Status,Treatment,Facility,Lat,Lon
NCT00073463,Targeted Genetics Corporation,"A Multicenter, Double-Blind, Placebo Controlled, Phase II Study of Aerosolized tgAAVCF for the Treatment of Cystic Fibrosis",2003-11-21,2005-10,TERMINATED,gene_therapy,Massachusetts General Hospital,42.35843,-71.05977
NCT00073463,Targeted Genetics Corporation,"A Multicenter, Double-Blind, Placebo Controlled, Phase II Study of Aerosolized tgAAVCF for the Treatment of Cystic Fibrosis",2003-11-21,2005-10,TERMINATED,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT06297486,"Spark Therapeutics, Inc.","A Phase 3, Single-arm, Open-label, Multicenter Study of the Safety and Efficacy of Dirloctocogene Samoparvovec (SPK 8011, Adeno-associated Viral Vector With B-domain Deleted Human Factor VIII Gene) in Adults With Severe or Moderately Severe Hemophilia A",2024-02-29,2035-09-04,WITHDRAWN,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT06092034,Rocket Pharmaceuticals Inc.,Gene Therapy for Danon Disease: A Phase 2 Study Evaluating the Efficacy and Safety of Intravenously Administered Adeno-Associated Virus Serotype 9 (rAAV9) Vector Containing the Human LAMP2 Isoform B Transgene (RP-A501; AAV9.LAMP2B) in Male Patients With Danon Disease,2023-10-11,2029-09,ACTIVE_NOT_RECRUITING,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT02234934,"University of California, Los Angeles","A Two-Part, Phase I/II, Non Randomized, Multicenter, Open-Label Study of G1XCGD (Lentiviral Vector Transduced CD34+ Cells) in Patients With X-Linked Chronic Granulomatous Disease",2014-09-04,2024-12-01,COMPLETED,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT01071941,Massachusetts General Hospital,rRp450-Phase I Trial in Liver Metastases and Primary Liver Tumors,2010-01-13,2024-06,TERMINATED,gene_therapy,Massachusetts General Hospital,42.35843,-71.05977
NCT02599922,Beacon Therapeutics,"A Multiple-Site, Phase 1/2, Safety and Efficacy Trial of a Recombinant Adeno-associated Virus Vector Expressing CNGB3 in Patients With Congenital Achromatopsia Caused by Mutations in the CNGB3 Gene",2015-11-05,2026-07,ACTIVE_NOT_RECRUITING,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT05606614,"Taysha Gene Therapies, Inc.","REVEAL Adult Study: an Open-label, Randomized, Doseescalation- and Dose-expansion Study of the Safety and Preliminary Efficacy of a Single Intrathecal Administration of TSHA-102, an AAV9-Delivered Gene Therapy, in the Treatment of Adult Females with Rett Syndrome",2022-10-28,2032-01-05,RECRUITING,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT03636438,Ultragenyx Pharmaceutical Inc,A Long-Term Follow-up Study to Evaluate Safety and Efficacy of Adeno-Associated Virus (AAV) Serotype 8 (AAV8)-Mediated Gene Transfer of Human Ornithine Transcarbamylase (OTC) in Adults With Late-Onset OTC Deficiency,2018-08-15,2029-12,ACTIVE_NOT_RECRUITING,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT05881408,"Sarepta Therapeutics, Inc.","A Phase 3, Multinational, Randomized, Double-Blind, Placebo-Controlled Systemic Gene Transfer Therapy Study to Evaluate the Safety and Efficacy of SRP- 9001 in Non-Ambulatory and Ambulatory Subjects With Duchenne Muscular Dystrophy (ENVISION)",2023-05-19,2028-06-30,RECRUITING,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT00117650,Sanofi,"A Phase 2, Randomized, Double-blind, Placebo-controlled, Parallel-group, Multicenter, Dose-Selection Study of Ad2/Hypoxia Inducible Factor (HIF)-1α/VP16 in Patients With Intermittent Claudication",2005-06-30,2010-03,COMPLETED,gene_therapy,Massachusetts General Hospital,42.35843,-71.05977
NCT01346150,National Institute of Allergy and Infectious Diseases (NIAID),"A Retrospective and Cross-Sectional Analysis of Patients Treated for SCID Since January 1,1968 (RDCRN PIDTC-6902)",2011-04-29,2023-08,UNKNOWN,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT01186913,National Institute of Allergy and Infectious Diseases (NIAID),"A Prospective Natural History Study of Diagnosis, Treatment and Outcomes of Children With SCID Disorders (RDCRN PIDTC-6901)",2010-08-20,2028-09,ENROLLING_BY_INVITATION,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT06333249,Beacon Therapeutics,"A Phase 1/2 Open-Label Dose Escalation Study to Evaluate the Safety and Efficacy of AGTC-501 (rAAV2tYF-GRK1-RPGR) and a Phase 2 Randomized, Controlled, Masked, Multi-center Study Comparing Two Doses of AGTC-501 in Male Subjects With X-linked Retinitis Pigmentosa Confirmed by a Pathogenic Variant in the RPGR Gene",2024-02-16,2027-02,ACTIVE_NOT_RECRUITING,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT05821959,"Akouos, Inc.",A Trial of AAVAnc80-hOTOF Gene Therapy in Individuals with Sensorineural Hearing Loss Due to Otoferlin Gene Mutations,2023-02-08,2028-10,RECRUITING,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT05096221,"Sarepta Therapeutics, Inc.","A Phase 3 Multinational, Randomized, Double-Blind, Placebo-Controlled Systemic Gene Delivery Study to Evaluate the Safety and Efficacy of SRP-9001 in Subjects With Duchenne Muscular Dystrophy (EMBARK)",2021-10-14,2024-10-25,COMPLETED,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT06285643,AskBio Inc,"A Phase 2, Randomized, Double-blind, Sham Surgery-controlled Study of the Efficacy and Safety of Intraputaminal AAV2-GDNF in the Treatment of Adults With Moderate Stage Parkinson's Disease",2024-02-14,2027-11-30,RECRUITING,gene_therapy,Massachusetts General Hospital,42.35843,-71.05977
NCT06285643,AskBio Inc,"A Phase 2, Randomized, Double-blind, Sham Surgery-controlled Study of the Efficacy and Safety of Intraputaminal AAV2-GDNF in the Treatment of Adults With Moderate Stage Parkinson's Disease",2024-02-14,2027-11-30,RECRUITING,gene_therapy,Massachusetts General Hospital,42.35843,-71.05977
NCT06483802,Astellas Pharma Inc,"A Multicenter, Open-Label, Dose Escalation, Phase 1b Study to Evaluate the Safety, Tolerability and Preliminary Efficacy of ASP2016 for Friedreich Ataxia Cardiomyopathy",2024-06-26,2031-01-31,SUSPENDED,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT06647979,Boston Children's Hospital,Pilot and Feasibility Trial: Hematopoietic Stem Cell BCL11A Enhancer Gene Editing for Severe Β-Hemoglobinopathies,2024-10-11,2030-12,NOT_YET_RECRUITING,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT00643890,"Neurologix, Inc.",Phase 2 Safety and Efficacy Study Evaluating Glutamic Acid Decarboxylase Gene Transfer to Subthalamic Nuclei in Subjects With Advanced Parkinson's Disease,2008-03-24,unknown,TERMINATED,gene_therapy,Massachusetts General Hospital,42.35843,-71.05977
NCT03311503,Boston Children's Hospital,Phase I/II Trial of Lentiviral Gene Transfer for SCID-X1 with Low Dose Targeted Busulfan Conditioning,2017-10-12,2028-10-01,RECRUITING,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT00003942,National Cancer Institute (NCI),A Phase I/II Study of the Safety and Feasibility of REVM10 or REVM10/ANTISENSE POL 1 Transduced Hematopoietic Stem Cells (HSC) in HIV-1 Related Non-Hodgkin's Lymphoma Patients Already Being Treated With High Dose Chemotherapy and Peripheral Blood Stem Cell Support,1999-11-01,unknown,UNKNOWN,gene_therapy,Massachusetts General Hospital,42.35843,-71.05977
NCT03505099,Novartis,"A Global Study of a Single, One-Time Dose of AVXS-101 Delivered to Infants With Genetically Diagnosed and Pre-symptomatic Spinal Muscular Atrophy With Multiple Copies of SMN2",2018-04-13,2021-06-15,COMPLETED,gene_therapy,Massachusetts General Hospital,42.35843,-71.05977
NCT03952156,"Homology Medicines, Inc","A Phase 1/2 Open-Label, Randomized, Concurrently-Controlled, Dose Escalation Study to Evaluate the Safety and Efficacy of HMI-102 in Adult PKU Subjects With PAH Deficiency",2019-05-09,2023-08-01,TERMINATED,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT06152237,"Taysha Gene Therapies, Inc.","A Multicenter, Open Label, Randomized, Dose-Escalation and Dose-Expansion Study of the Safety, Tolerability, and Efficacy of a Single Intrathecal Administration of TSHA-102, an AAV9-Delivered Gene Therapy, for the Treatment of Pediatric Females with Rett Syndrome",2023-11-21,2031-11-02,RECRUITING,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT02618915,Ultragenyx Pharmaceutical Inc,Phase I/II Open-Label Safety and Dose Finding Study of Adeno-Associated Virus (AAV) rh10-Mediated Gene Transfer of Human Factor IX in Adults With Moderate/Severe to Severe Hemophilia B,2015-11-23,2017-10-18,TERMINATED,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT00809588,Dana-Farber Cancer Institute,"A Phase IB Study of Vaccination With Autologous, Lethally Irradiated Melanoma Cells Engineered by Adenoviral Mediated Gene Transfer to Secrete Human Granulocyte-Macrophage Stimulating Factor",2008-12-16,2020-02-25,COMPLETED,gene_therapy,Massachusetts General Hospital,42.35843,-71.05977
NCT00031083,Biogen,"A Multi-center, Open Label, Two Part, Dose Escalation Study to Determine the Tolerability of Interferon-Beta Gene Transfer (BG00001) in the Treatment of Recurrent or Progressive Grade III and Grade IV Gliomas",2002-02-20,2003-10-10,COMPLETED,gene_therapy,Massachusetts General Hospital,42.35843,-71.05977
NCT03282656,Boston Children's Hospital,Pilot and Feasibility Study of Hematopoietic Stem Cell Gene Transfer for Sickle Cell Disease,2017-08-22,2024-12-13,ACTIVE_NOT_RECRUITING,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT04884815,Ultragenyx Pharmaceutical Inc,"A Randomized, Double-Blind, Placebo-Controlled, Multicenter, Seamless, Adaptive, Safety, Dose-Finding, and Phase 3 Clinical Study of UX701 AAV-Mediated Gene Transfer for the Treatment of Wilson Disease",2021-05-07,2031-11,ACTIVE_NOT_RECRUITING,gene_therapy,Massachusetts General Hospital,42.35843,-71.05977
NCT04903288,PTC Therapeutics,An Open-Label Trial to Address the Safety of the SmartFlow MR-Compatible Ventricular Cannula for Administering Eladocagene Exuparvovec to Pediatric Subjects,2021-05-21,2028-04-30,ACTIVE_NOT_RECRUITING,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT04126005,Aspa Therapeutics,A Combination Retrospective Medical History and Prospective Observational Study of Patients With Canavan Disease for Assessment of Natural History of Canavan Disease,2019-10-10,2026-04-30,RECRUITING,gene_therapy,Massachusetts General Hospital,42.35843,-71.05977
NCT02786511,Celgene,Longterm Follow-up of Subjects Treated With bb2121,2016-05-26,2019-10-11,COMPLETED,gene_therapy,Massachusetts General Hospital,42.35843,-71.05977
NCT00258687,Dana-Farber Cancer Institute,"A Phase I Trial of Vaccination With Autologous, Lethally Irradiated Tumor Cells Engineered by Adenoviral Mediated Gene Transfer to Secrete Granulocyte-Macrophage Colony Stimulating Factor in Pediatric and Adult Patients",2005-11-23,2020-12,COMPLETED,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT03003533,"Spark Therapeutics, Inc.","Gene-transfer, Open-label, Dose-escalation Study of SPK-8011 [Adeno-associated Viral Vector With B-domain Deleted Human Factor VIII Gene] in Individuals With Hemophilia A",2016-12-16,2023-12-05,COMPLETED,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT02064933,National Institute of Allergy and Infectious Diseases (NIAID),"Analysis of Patients Treated for Wiskott-Aldrich Syndrome Since January 1, 1990 (RDCRN PIDTC-6904)",2014-02-13,2019-05-01,COMPLETED,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT05353647,Boston Children's Hospital,"A Multi-Center, Phase 2 Gene Transfer Study Inducing Fetal Hemoglobin in Sickle Cell (GRASP, BMT CTN 2001)",2022-04-21,2026-05,ACTIVE_NOT_RECRUITING,gene_therapy,Boston Children's Hospital,42.35843,-71.05977
NCT04684940,BioMarin Pharmaceutical,"A Phase 1/2 Safety, Tolerability, and Efficacy Study of BMN 270, an Adeno-Associated Virus Vector-Mediated Gene Transfer of Human Factor VIII in Hemophilia A Patients With Active or Prior Inhibitors",2020-11-30,2029-04,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Hospital Los Angeles,34.05223,-118.24368
NCT05878860,Atsena Therapeutics Inc.,"A Phase 1/2, Open-Label, Dose Escalation and Dose Expansion Study to Evaluate the Safety and Tolerability of ATSN-201 Gene Therapy in Male Subjects With RS1-Associated X-linked Retinoschisis",2023-05-12,2029-10,RECRUITING,gene_therapy,Children's Hospital Los Angeles,34.05223,-118.24368
NCT03569891,CSL Behring,"Phase III, Open-label, Single-dose, Multi-center, Multinational Trial Investigating a Serotype 5 Adeno-associated Viral Vector Containing the Padua Variant of a Codon-optimized Human Factor IX Gene (AAV5-hFIXco-Padua, AMT-061) Administered to Adult Subjects With Severe or Moderately Severe Hemophilia B",2018-06-14,2025-03,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Hospital Los Angeles,34.05223,-118.24368
NCT04794101,"Janssen Research & Development, LLC",Phase 3 Follow-up Study of AAV5-hRKp.RPGR for the Treatment of X-linked Retinitis Pigmentosa Associated With Variants in the RPGR Gene,2020-12-15,2029-12-19,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Hospital Los Angeles,34.05223,-118.24368
NCT01687608,Takeda,"A Phase 1/2 Open-Label, Single Ascending Dose Trial of a Self-Complementing Optimized Adeno-associated Virus Serotype 8 Factor IX Gene Therapy (AskBio009) in Adults With Hemophilia B",2012-08-27,2030-01-17,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Hospital Los Angeles,34.05223,-118.24368
NCT01346150,National Institute of Allergy and Infectious Diseases (NIAID),"A Retrospective and Cross-Sectional Analysis of Patients Treated for SCID Since January 1,1968 (RDCRN PIDTC-6902)",2011-04-29,2023-08,UNKNOWN,gene_therapy,Children's Hospital Los Angeles,34.05223,-118.24368
NCT01186913,National Institute of Allergy and Infectious Diseases (NIAID),"A Prospective Natural History Study of Diagnosis, Treatment and Outcomes of Children With SCID Disorders (RDCRN PIDTC-6901)",2010-08-20,2028-09,ENROLLING_BY_INVITATION,gene_therapy,Children's Hospital Los Angeles,34.05223,-118.24368
NCT03597399,"Spark Therapeutics, Inc.","A Post-Authorization, Multicenter, Longitudinal, Observational Safety Registry Study for Patients Treated With Voretigene Neparvovec in US",2018-07-12,2025-06,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Hospital Los Angeles,34.05223,-118.24368
NCT05164471,Spur Therapeutics,A Dose Confirmation Study of FLT180a (Adeno-associated Viral Vector Containing the Padua Variant of a Codon-optimized Human Factor IX Gene) in Adult Subjects With Hemophilia B,2021-11-22,2023-05-31,TERMINATED,gene_therapy,Children's Hospital Los Angeles,34.05223,-118.24368
NCT01852071,"University of California, Los Angeles",Autologous Transplantation of Bone Marrow CD34+ Stem/Progenitor Cells After Addition of a Normal Human ADA Complementary DNA (cDNA) by the EFS-ADA Lentiviral Vector for Severe Combined Immunodeficiency Due to Adenosine Deaminase Deficiency (ADA-SCID),2013-05-07,2018-08-27,COMPLETED,gene_therapy,Children's Hospital Los Angeles,34.05223,-118.24368
NCT04398628,American Thrombosis and Hemostasis Network,"ATHN Transcends: A Natural History Cohort Study of the Safety, Effectiveness, and Practice of Treatment in People With Non-Neoplastic Hematologic Disorders",2020-05-11,2035-12,RECRUITING,gene_therapy,Children's Hospital Los Angeles,34.05223,-118.24368
NCT04671433,"Janssen Research & Development, LLC","Phase 3 Randomized, Controlled Study of AAV5-hRKp.RPGR for the Treatment of X-linked Retinitis Pigmentosa Associated With Variants in the RPGR Gene",2020-11-05,2024-09-30,COMPLETED,gene_therapy,Children's Hospital Los Angeles,34.05223,-118.24368
NCT05353647,Boston Children's Hospital,"A Multi-Center, Phase 2 Gene Transfer Study Inducing Fetal Hemoglobin in Sickle Cell (GRASP, BMT CTN 2001)",2022-04-21,2026-05,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Hospital Los Angeles,34.05223,-118.24368
NCT04272554,Spur Therapeutics,Screening/Observational Protocol to Determine Patient Eligibility for Inclusion in AAV Gene Therapy Clinical Trials (ECLIPSE),2020-02-10,2022-10-10,COMPLETED,gene_therapy,Children's Hospital Los Angeles,34.05223,-118.24368
NCT04737460,University of Texas Southwestern Medical Center,Phase 1 Intrathecal Lumbar Administration of AAV9/CLN7 for Treatment of CLN7 Disease,2021-01-15,2029-02-01,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Health Dallas,32.78306,-96.80667
NCT03505099,Novartis,"A Global Study of a Single, One-Time Dose of AVXS-101 Delivered to Infants With Genetically Diagnosed and Pre-symptomatic Spinal Muscular Atrophy With Multiple Copies of SMN2",2018-04-13,2021-06-15,COMPLETED,gene_therapy,Children's Health Dallas,32.78306,-96.80667
NCT05518188,Elpida Therapeutics SPC,A Phase 1/2 Open-label Intrathecal Administration of MELPIDA to Determine Its Safety and Efficacy for Patients with Spastic Paraplegia Type 50 (SPG50) Caused by Mutation in the AP4M1 Gene.,2022-08-24,2030-10-01,RECRUITING,gene_therapy,Children's Health Dallas,32.78306,-96.80667
NCT05898620,Neurogene Inc.,"A Phase 1/2, Open-Label Clinical Study to Evaluate Safety, Tolerability, and Efficacy of NGN-401 in Pediatric Subjects with Rett Syndrome",2023-06-01,2029-10,RECRUITING,gene_therapy,Children's Health Colorado,39.72943,-104.83192
NCT02991144,Ultragenyx Pharmaceutical Inc,"A Phase 1/2, Open-Label Safety and Dose-Finding Study of Adeno-Associated Virus (AAV) Serotype 8 (AAV8)-Mediated Gene Transfer of Human Ornithine Transcarbamylase (OTC) in Adults With Late-Onset OTC Deficiency",2016-12-09,2021-12-16,COMPLETED,gene_therapy,Children's Health Colorado,39.72943,-104.83192
NCT05861986,Hoffmann-La Roche,A Phase IV Open-Label Study Evaluating the Effectiveness and Safety of Risdiplam Administered as an Early Intervention in Pediatric Patients With Spinal Muscular Atrophy After Gene Therapy,2023-05-08,2028-03-31,RECRUITING,gene_therapy,Children's Health Colorado,39.72943,-104.83192
NCT05139316,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled Study of Adeno-Associated Virus Serotype 8-Mediated Gene Transfer of Glucose-6-Phosphatase in Patients with Glycogen Storage Disease Type Ia",2021-07-14,2026-02,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Health Colorado,39.72943,-104.83192
NCT03636438,Ultragenyx Pharmaceutical Inc,A Long-Term Follow-up Study to Evaluate Safety and Efficacy of Adeno-Associated Virus (AAV) Serotype 8 (AAV8)-Mediated Gene Transfer of Human Ornithine Transcarbamylase (OTC) in Adults With Late-Onset OTC Deficiency,2018-08-15,2029-12,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Health Colorado,39.72943,-104.83192
NCT05861999,Hoffmann-La Roche,A Phase IV Open-Label Study Evaluating the Effectiveness and Safety of Risdiplam Administered in Pediatric Patients With Spinal Muscular Atrophy Who Experienced a Plateau or Decline in Function After Gene Therapy,2023-05-08,2028-03-31,RECRUITING,gene_therapy,Children's Health Colorado,39.72943,-104.83192
NCT05096221,"Sarepta Therapeutics, Inc.","A Phase 3 Multinational, Randomized, Double-Blind, Placebo-Controlled Systemic Gene Delivery Study to Evaluate the Safety and Efficacy of SRP-9001 in Subjects With Duchenne Muscular Dystrophy (EMBARK)",2021-10-14,2024-10-25,COMPLETED,gene_therapy,Children's Health Colorado,39.72943,-104.83192
NCT03505099,Novartis,"A Global Study of a Single, One-Time Dose of AVXS-101 Delivered to Infants With Genetically Diagnosed and Pre-symptomatic Spinal Muscular Atrophy With Multiple Copies of SMN2",2018-04-13,2021-06-15,COMPLETED,gene_therapy,Children's Health Colorado,39.72943,-104.83192
NCT03505099,Novartis,"A Global Study of a Single, One-Time Dose of AVXS-101 Delivered to Infants With Genetically Diagnosed and Pre-symptomatic Spinal Muscular Atrophy With Multiple Copies of SMN2",2018-04-13,2021-06-15,COMPLETED,gene_therapy,Children's Hospital of Eastern Ontario,45.41117,-75.69812
NCT04281485,Pfizer,"A PHASE 3, MULTICENTER, RANDOMIZED, DOUBLE-BLIND, PLACEBO CONTROLLED STUDY TO EVALUATE THE SAFETY AND EFFICACY OF PF 06939926 FOR THE TREATMENT OF DUCHENNE MUSCULAR DYSTROPHY",2020-02-11,2039-04-15,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Hospital of Eastern Ontario,45.41117,-75.69812
NCT03307980,Pfizer,"A FACTOR IX (FIX) GENE TRANSFER, MULTI CENTER EVALUATION OF THE LONG TERM SAFETY AND EFFICACY STUDY OF PF 06838435 AND A DOSE ESCALATION SUBSTUDY IN INDIVIDUALS WITH HEMOPHILIA B",2017-09-29,2029-06-06,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT05878860,Atsena Therapeutics Inc.,"A Phase 1/2, Open-Label, Dose Escalation and Dose Expansion Study to Evaluate the Safety and Tolerability of ATSN-201 Gene Therapy in Male Subjects With RS1-Associated X-linked Retinoschisis",2023-05-12,2029-10,RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT03432520,"Spark Therapeutics, Inc.",A Multi-Center Evaluation of the Long-Term Safety and Efficacy of Spark-sponsored Gene Therapies in Males With Hemophilia A,2018-01-24,2032-12,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT00076557,Avigen,A Phase I Safety Study in Subjects With Severe Hemophilia B (Factor IX Deficiency) Using Adeno-Associated Viral Vector to Deliver the Gene for Human Factor IX Into the Liver,2004-01-26,unknown,TERMINATED,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT01620801,"Spark Therapeutics, Inc.","A Phase 1 Safety Study in Subjects With Severe Hemophilia B (Factor IX Deficiency) Using a Single-Stranded, Adeno-Associated Pseudotype 8 Viral Vector to Deliver the Gene for Human Factor IX",2012-06-12,2016-03,TERMINATED,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT03381729,Novartis,"Phase I, Open-Label, Dose Comparison Study of AVXS-101 for Sitting But Non-ambulatory Patients With Spinal Muscular Atrophy",2017-12-13,2021-11-18,TERMINATED,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT05885412,Rocket Pharmaceuticals Inc.,A Phase 1 Dose Escalation Trial Evaluating an Intravenously Administered Recombinant Adeno-Associated Virus Serotype rh.74 (AAVrh.74) Vector Containing the Human Plakophilin-2a (PKP2a) Coding Sequence (RP-A601; AAVrh.74-PKP2a) in Subjects With Arrhythmogenic Cardiomyopathy Arising From Pathogenic PKP2 Variants (PKP2-ACM),2023-05-22,2026-09,RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT02484092,Pfizer,"Gene Therapy, Open-label, Dose-escalation Study of PF-06838435 (SPK-9001) [Adeno-associated Viral Vector With Human Factor IX Gene] in Subjects With Hemophilia B",2015-06-18,2019-04-08,COMPLETED,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT05861986,Hoffmann-La Roche,A Phase IV Open-Label Study Evaluating the Effectiveness and Safety of Risdiplam Administered as an Early Intervention in Pediatric Patients With Spinal Muscular Atrophy After Gene Therapy,2023-05-08,2028-03-31,RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT05429372,Pfizer,"A PHASE 2, MULTICENTER, SINGLE-ARM STUDY TO EVALUATE THE SAFETY AND DYSTROPHIN EXPRESSION AFTER FORDADISTROGENE MOVAPARVOVEC (PF-06939926) ADMINISTRATION IN MALE PARTICIPANTS WITH EARLY STAGE DUCHENNE MUSCULAR DYSTROPHY",2021-10-08,2029-01-03,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT05429372,Pfizer,"A PHASE 2, MULTICENTER, SINGLE-ARM STUDY TO EVALUATE THE SAFETY AND DYSTROPHIN EXPRESSION AFTER FORDADISTROGENE MOVAPARVOVEC (PF-06939926) ADMINISTRATION IN MALE PARTICIPANTS WITH EARLY STAGE DUCHENNE MUSCULAR DYSTROPHY",2021-10-08,2029-01-03,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT04783181,Adrenas Therapeutics Inc,"A Phase 1/2, First-in-Human, Open-Label, Dose-Escalation Study of the Safety and Efficacy of Gene Therapy for Congenital Adrenal Hyperplasia Through Administration of an Adeno-Associated Virus (AAV) Serotype 5-Based Recombinant Vector Encoding the Human CYP21A2 Gene",2021-03-01,2029-02,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT06092034,Rocket Pharmaceuticals Inc.,Gene Therapy for Danon Disease: A Phase 2 Study Evaluating the Efficacy and Safety of Intravenously Administered Adeno-Associated Virus Serotype 9 (rAAV9) Vector Containing the Human LAMP2 Isoform B Transgene (RP-A501; AAV9.LAMP2B) in Male Patients With Danon Disease,2023-10-11,2029-09,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT04591834,REGENXBIO Inc.,"A Prospective, Observational Study of Pediatric Patients With Neuronopathic Forms of MPS II (Hunter Syndrome)",2020-09-23,2025-07,WITHDRAWN,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT05139316,Ultragenyx Pharmaceutical Inc,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled Study of Adeno-Associated Virus Serotype 8-Mediated Gene Transfer of Glucose-6-Phosphatase in Patients with Glycogen Storage Disease Type Ia",2021-07-14,2026-02,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT06364774,Children's Hospital of Philadelphia,Phase 1/2 Study Evaluating the Safety and Efficacy of Gene Therapy Employing Lentiviral Vector ALS20-transduced Hematopoietic Progenitor Cells in Subjects With Transfusion-dependent-thalassemia,2024-03-26,2027-12-31,RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT05568719,Pfizer,"A PHASE 3, NON-INVESTIGATIONAL PRODUCT, MULTI COUNTRY COHORT STUDY TO DESCRIBE THE LONG-TERM SAFETY AND EFFECTIVENESS OF A PRIOR SINGLE-DOSE TREATMENT WITH INVESTIGATIVE GIROCTOCOGENE FITELPARVOVEC OR FIDANACOGENE ELAPARVOVEC IN PARTICIPANTS WITH HEMOPHILIA A OR HEMOPHILIA B, RESPECTIVELY",2022-10-03,2039-09-03,RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT05881408,"Sarepta Therapeutics, Inc.","A Phase 3, Multinational, Randomized, Double-Blind, Placebo-Controlled Systemic Gene Transfer Therapy Study to Evaluate the Safety and Efficacy of SRP- 9001 in Non-Ambulatory and Ambulatory Subjects With Duchenne Muscular Dystrophy (ENVISION)",2023-05-19,2028-06-30,RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT00515710,"Spark Therapeutics, Inc.",A Long-Term Follow-Up Study in Subjects With Sever Hemophilia B Who Received Adeno-Associated Viral Vectors Expressing Human Factor IX,2007-08-10,2017-12,COMPLETED,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT01346150,National Institute of Allergy and Infectious Diseases (NIAID),"A Retrospective and Cross-Sectional Analysis of Patients Treated for SCID Since January 1,1968 (RDCRN PIDTC-6902)",2011-04-29,2023-08,UNKNOWN,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
